CryoSleep,Age,VIP,Transported,Group,PeopleId,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Deck,Num,Side,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
0.0,22.0,0.0,0.0,2229.0,1.0,48.0,329.0,182.0,26.0,154.0,F,437.0,S,1,0,0,0,0,1
0.0,32.0,0.0,0.0,2231.0,1.0,2.0,416.0,26.0,510.0,0.0,E,159.0,S,0,0,1,0,0,1
0.0,31.0,0.0,0.0,2232.0,1.0,0.0,14.0,671.0,1.0,3.0,F,438.0,S,1,0,0,1,0,0
0.0,24.0,0.0,0.0,2232.0,2.0,0.0,1220.0,0.0,140.0,0.0,F,438.0,S,1,0,0,0,0,1
0.0,39.0,0.0,0.0,2233.0,1.0,9.0,18.0,0.0,2.0,878.0,G,359.0,P,1,0,0,0,0,1
1.0,20.0,0.0,1.0,2234.0,1.0,0.0,0.0,0.0,0.0,0.0,F,448.0,P,0,0,1,1,0,0
1.0,20.0,0.0,1.0,2234.0,2.0,0.0,0.0,0.0,0.0,0.0,F,448.0,P,0,0,1,1,0,0
0.0,19.0,0.0,0.0,2234.0,3.0,0.0,0.0,0.0,0.0,0.0,E,134.0,P,0,0,1,0,0,1
0.0,20.0,0.0,0.0,2234.0,4.0,552.0,8.0,1348.0,5.0,183.73147419546262,E,134.0,P,0,0,1,1,0,0
0.0,31.0,0.0,0.0,2234.0,5.0,21.0,0.0,1031.0,0.0,200.40598760671463,D,66.0,P,0,0,1,0,0,1
1.0,17.0,0.0,1.0,2234.0,6.0,0.0,0.0,0.0,0.0,0.0,F,448.0,P,0,0,1,1,0,0
0.0,24.0,0.0,0.0,2234.0,7.0,2538.0,0.0,61.0,0.0,0.0,F,448.0,P,0,0,1,0,0,1
0.0,27.0,0.0,0.0,2235.0,1.0,203.0,539.0,0.0,0.0,0.0,F,449.0,P,1,0,0,0,0,1
0.0,28.0,0.0,1.0,2237.0,1.0,0.0,162.0,741.0,3733.0,99.0,C,83.0,S,0,1,0,1,0,0
1.0,41.0,0.0,1.0,2237.0,2.0,0.0,0.0,0.0,0.0,0.0,C,83.0,S,0,1,0,0,0,1
1.0,25.0,0.0,1.0,2238.0,1.0,0.0,0.0,0.0,0.0,0.0,A,28.0,S,0,1,0,1,0,0
0.0,26.0,0.0,1.0,2239.0,1.0,93.0,0.0,469.0,0.0,0.0,F,439.0,S,1,0,0,0,1,0
0.0,27.0,0.0,0.0,2241.0,1.0,485.0,1109.0,921.0,0.0,1.0,F,451.0,P,1,0,0,0,0,1
0.0,22.0,0.0,1.0,2243.0,1.0,38.0,483.0,80.0,47.0,121.0,G,362.0,P,1,0,0,0,0,1
0.0,62.0,0.0,0.0,2251.0,1.0,320.0,1179.0,756.0,4996.0,85.0,A,29.0,S,0,1,0,1,0,0
0.0,58.0,0.0,0.0,2251.0,2.0,2.0,1.0,14.0,2.0,1153.0,A,29.0,S,0,1,0,0,0,1
0.0,37.0,0.0,0.0,2252.0,1.0,0.0,1368.0,0.0,498.1480105732237,960.0,G,363.0,P,1,0,0,0,0,1
0.0,54.0,0.0,0.0,2253.0,1.0,701.0,32.0,171.0,8.0,0.0,G,359.0,S,1,0,0,0,0,1
0.0,26.0,0.0,0.0,2254.0,1.0,0.0,10.0,0.0,702.0,1.0,F,455.0,P,1,0,0,0,0,1
1.0,44.0,0.0,1.0,2255.0,1.0,0.0,0.0,0.0,0.0,0.0,C,75.0,P,0,1,0,1,0,0
1.0,34.0,0.0,1.0,2255.0,2.0,0.0,0.0,0.0,0.0,0.0,C,75.0,P,0,1,0,0,0,1
1.0,47.0,0.0,1.0,2256.0,1.0,0.0,0.0,0.0,0.0,0.0,G,360.0,S,1,0,0,0,0,1
0.0,27.0,1.0,1.0,2257.0,1.0,0.0,3341.0,143.97341319770123,80.0,654.0,C,76.0,P,0,1,0,0,0,1
1.0,22.0,0.0,1.0,2257.0,2.0,0.0,0.0,0.0,0.0,0.0,B,66.0,P,0,1,0,1,0,0
1.0,46.0,0.0,1.0,2258.0,1.0,219.05307504996182,0.0,0.0,0.0,0.0,G,364.0,P,1,0,0,0,0,1
0.0,29.0,0.0,1.0,2261.0,1.0,0.0,0.0,885.0,0.0,0.0,F,441.0,S,1,0,0,0,0,1
0.0,43.0,0.0,0.0,2262.0,1.0,485.0,4.0,136.0,48.0,0.0,G,365.0,P,1,0,0,1,0,0
0.0,42.0,0.0,0.0,2263.0,1.0,0.0,0.0,32.0,772.0,0.0,F,456.0,P,1,0,0,0,0,1
0.0,39.0,0.0,1.0,2264.0,1.0,0.0,0.0,13.0,0.0,868.0,F,442.0,S,1,0,0,0,0,1
0.0,30.0,0.0,0.0,2266.0,1.0,616.0,0.0,185.0,210.0,475.0,F,457.0,P,0,0,1,0,0,1
0.0,43.0,0.0,1.0,2267.0,1.0,2318.0,0.0,647.0,81.0,0.0,E,161.0,S,0,0,1,0,0,1
1.0,19.0,0.0,0.0,2268.0,1.0,0.0,0.0,0.0,0.0,0.0,G,366.0,P,1,0,0,0,0,1
1.0,26.0,0.0,1.0,2269.0,1.0,0.0,0.0,0.0,0.0,0.0,F,458.0,P,0,0,1,0,0,1
0.0,46.0,0.0,1.0,2270.0,1.0,171.0,0.0,1257.0,5.0,0.0,F,459.0,P,0,0,1,0,0,1
0.0,3.0,0.0,1.0,2272.0,1.0,0.0,0.0,0.0,0.0,0.0,G,367.0,P,1,0,0,0,0,1
0.0,1.0,0.0,1.0,2272.0,3.0,0.0,0.0,0.0,0.0,0.0,G,367.0,P,1,0,0,0,0,1
0.0,22.0,0.0,0.0,2273.0,1.0,0.0,0.0,0.0,10.0,778.0,E,162.0,S,1,0,0,0,0,1
1.0,27.0,0.0,1.0,2274.0,1.0,0.0,0.0,0.0,0.0,0.0,C,79.0,P,0,1,0,1,0,0
1.0,28.0,0.0,1.0,2274.0,2.0,0.0,0.0,0.0,0.0,0.0,C,79.0,P,0,1,0,1,0,0
0.0,36.0,0.0,0.0,2275.0,1.0,241.0,0.0,670.0,0.0,0.0,F,460.0,P,0,0,1,0,1,0
0.0,19.0,0.0,0.0,2277.0,1.0,26.0,313.0,470.0,0.0,0.0,G,362.0,S,1,0,0,0,0,1
1.0,18.0,0.0,1.0,2278.0,1.0,0.0,0.0,165.11516985436012,0.0,0.0,C,80.0,P,0,1,0,1,0,0
0.0,47.0,0.0,0.0,2279.0,1.0,0.0,140.0,153.4196279093077,85.0,3970.0,B,91.0,S,0,1,0,1,0,0
0.0,18.0,0.0,0.0,2280.0,1.0,20.0,1064.0,0.0,0.0,11643.0,B,92.0,S,0,1,0,0,0,1
0.0,6.0,0.0,1.0,2281.0,1.0,0.0,0.0,0.0,0.0,0.0,E,136.0,P,1,0,0,0,0,1
0.0,20.0,0.0,0.0,2282.0,1.0,0.0,544.0,1.0,0.0,378.0,F,461.0,P,1,0,0,0,0,1
0.0,18.0,0.0,0.0,2284.0,1.0,262.0,302.0,1127.0,4225.0,0.0,F,463.0,P,0,0,1,0,0,1
0.0,37.0,0.0,0.0,2287.0,1.0,0.0,1.0,0.0,219.0,235.59672906032435,F,464.0,P,1,0,0,0,0,1
0.0,22.0,0.0,0.0,2288.0,1.0,12.0,746.0,802.0,58.0,0.0,E,163.0,S,1,0,0,0,0,1
0.0,37.0,0.0,1.0,2289.0,1.0,20.0,0.0,2559.0,20.0,0.0,F,465.0,P,0,0,1,0,0,1
0.0,6.0,0.0,0.0,2291.0,1.0,0.0,0.0,0.0,203.64174288897527,0.0,G,365.0,S,1,0,0,1,0,0
0.0,36.0,0.0,0.0,2291.0,2.0,3.0,0.0,435.0,8.0,277.0,G,365.0,S,1,0,0,0,0,1
0.0,46.0,0.0,0.0,2291.0,3.0,426.0,37.0,0.0,0.0,568.0,F,445.0,S,1,0,0,1,0,0
0.0,75.0,0.0,0.0,2295.0,1.0,0.0,0.0,1224.0,434.8876861781335,1769.0,F,466.0,P,1,0,0,0,0,1
0.0,37.0,0.0,0.0,2295.0,2.0,0.0,8.0,70.0,360.0,258.0,F,466.0,P,1,0,0,0,0,1
1.0,22.0,0.0,1.0,2296.0,1.0,0.0,0.0,165.11516985436012,0.0,0.0,G,369.0,P,1,0,0,0,0,1
0.0,33.0,0.0,0.0,2298.0,1.0,270.0,412.0,1.0,267.664384164617,5.0,F,467.0,P,1,0,0,0,1,0
0.0,35.0,0.0,0.0,2299.0,1.0,174.0,0.0,381.0,0.0,62.0,F,448.0,S,0,0,1,0,0,1
0.0,19.0,0.0,0.0,2300.0,1.0,0.0,2603.5048920382337,0.0,0.0,8195.0,C,81.0,P,0,1,0,1,0,0
0.0,34.0,0.0,0.0,2300.0,2.0,0.0,22.0,181.3369725967969,3028.0,3768.0,C,81.0,P,0,1,0,1,0,0
0.0,23.0,0.0,1.0,2301.0,1.0,1010.0,0.0,33.0,10.0,0.0,F,449.0,S,1,0,0,0,0,1
0.0,37.0,0.0,0.0,2301.0,2.0,1508.0,253.50197745169265,0.0,1.0,0.0,G,367.0,S,1,0,0,1,0,0
0.0,24.0,0.0,0.0,2301.0,3.0,1367.0,0.0,1.0,0.0,0.0,F,449.0,S,1,0,0,1,0,0
0.0,54.0,1.0,0.0,2302.0,1.0,0.0,3381.0,0.0,4463.0,34.0,A,18.0,P,0,1,0,0,0,1
0.0,52.0,0.0,1.0,2303.0,1.0,1377.0,0.0,32.0,22.0,0.0,F,468.0,P,0,0,1,1,0,0
1.0,60.0,0.0,0.0,2305.0,1.0,0.0,0.0,0.0,0.0,0.0,G,368.0,S,1,0,0,0,0,1
0.0,1.0,0.0,1.0,2306.0,1.0,0.0,0.0,0.0,0.0,0.0,C,82.0,P,0,1,0,0,0,1
0.0,18.0,0.0,1.0,2306.0,2.0,0.0,0.0,0.0,0.0,0.0,C,82.0,P,0,1,0,0,0,1
0.0,22.0,0.0,0.0,2306.0,3.0,0.0,297.0,3.0,676.0,2924.0,C,82.0,P,0,1,0,0,0,1
0.0,27.0,0.0,1.0,2306.0,4.0,0.0,12077.0,0.0,75.0,0.0,C,82.0,P,0,1,0,1,0,0
1.0,48.0,0.0,1.0,2306.0,5.0,0.0,0.0,0.0,0.0,0.0,C,82.0,P,0,1,0,1,0,0
0.0,47.0,0.0,0.0,2306.0,6.0,1320.0,428.0,4.0,24.0,0.0,C,82.0,P,0,1,0,1,0,0
1.0,25.0,0.0,1.0,2308.0,1.0,0.0,0.0,0.0,0.0,0.0,D,77.0,S,0,1,0,0,0,1
0.0,49.0,0.0,0.0,2308.0,2.0,9.0,2426.0,95.0,1249.0,168.0,D,77.0,S,0,1,0,1,0,0
0.0,33.0,0.0,0.0,2308.0,3.0,0.0,2012.0,1.0,9124.0,4.0,D,77.0,S,0,1,0,0,0,1
0.0,67.0,0.0,1.0,2308.0,4.0,0.0,4715.0,0.0,599.0,6.0,D,77.0,S,0,1,0,0,0,1
1.0,5.0,0.0,0.0,2309.0,1.0,0.0,0.0,0.0,0.0,0.0,G,371.0,P,1,0,0,0,1,0
1.0,60.0,0.0,1.0,2310.0,1.0,0.0,0.0,0.0,0.0,0.0,D,68.0,P,0,1,0,1,0,0
1.0,56.0,0.0,1.0,2310.0,2.0,0.0,0.0,0.0,0.0,0.0,D,68.0,P,0,1,0,0,0,1
0.0,59.0,0.0,0.0,2310.0,3.0,0.0,2210.0,0.0,4085.0,11.0,D,68.0,P,0,1,0,0,0,1
1.0,44.0,0.0,1.0,2310.0,4.0,0.0,0.0,0.0,0.0,0.0,D,68.0,P,0,1,0,0,0,1
0.0,33.0,0.0,0.0,2311.0,1.0,0.0,763.0,1.0,66.0,84.0,G,372.0,P,1,0,0,0,0,1
1.0,28.0,0.0,0.0,2312.0,1.0,0.0,0.0,165.11516985436012,0.0,0.0,G,369.0,S,1,0,0,0,0,1
0.0,29.0,0.0,0.0,2313.0,1.0,1365.0,0.0,791.0,210.0,0.0,F,469.0,P,0,0,1,0,0,1
1.0,13.0,0.0,0.0,2314.0,1.0,0.0,0.0,0.0,0.0,0.0,G,370.0,S,1,0,0,0,0,1
1.0,34.0,0.0,1.0,2315.0,1.0,0.0,0.0,0.0,0.0,0.0,B,67.0,P,0,1,0,1,0,0
1.0,45.0,0.0,1.0,2316.0,1.0,0.0,0.0,0.0,0.0,0.0,G,371.0,S,1,0,0,0,1,0
0.0,39.0,0.0,0.0,2317.0,1.0,0.0,454.0,0.0,454.0,0.0,G,372.0,S,1,0,0,0,0,1
0.0,18.0,0.0,0.0,2318.0,1.0,128.0,37.0,626.0,0.0,5.0,F,470.0,P,1,0,0,0,0,1
1.0,57.0,0.0,0.0,2319.0,1.0,0.0,0.0,0.0,0.0,0.0,G,373.0,P,1,0,0,0,1,0
0.0,18.0,0.0,0.0,2320.0,1.0,0.0,760.0,0.0,21.0,23.0,F,450.0,S,1,0,0,1,0,0
1.0,25.0,0.0,1.0,2321.0,1.0,0.0,0.0,0.0,0.0,0.0,G,373.0,S,1,0,0,0,1,0
1.0,22.0,0.0,0.0,2325.0,1.0,0.0,0.0,0.0,0.0,0.0,G,374.0,S,1,0,0,0,1,0
0.0,32.0,0.0,1.0,2327.0,1.0,0.0,4106.0,388.0,892.0,2.0,B,68.0,P,0,1,0,0,0,1
1.0,29.0,0.0,1.0,2329.0,1.0,0.0,302.2391099972365,0.0,0.0,0.0,F,472.0,P,0,0,1,0,0,1
0.0,21.0,0.0,0.0,2332.0,1.0,556.0,0.0,20.0,1589.0,0.0,F,453.0,S,1,0,0,0,0,1
0.0,16.0,0.0,0.0,2333.0,1.0,0.0,0.0,0.0,0.0,0.0,E,137.0,P,0,0,1,0,0,1
1.0,45.0,0.0,1.0,2336.0,1.0,0.0,0.0,0.0,0.0,0.0,A,30.0,S,0,1,0,1,0,0
0.0,44.0,1.0,0.0,2336.0,2.0,1409.0,910.0,17.0,1452.0,3782.0,A,30.0,S,0,1,0,0,0,1
1.0,27.0,0.0,1.0,2338.0,1.0,0.0,0.0,0.0,0.0,0.0,G,376.0,P,1,0,0,1,0,0
0.0,26.0,0.0,0.0,2338.0,2.0,14.0,0.0,0.0,857.0,0.0,F,474.0,P,1,0,0,0,0,1
0.0,46.0,0.0,0.0,2339.0,1.0,1290.0,0.0,57.0,0.0,0.0,F,475.0,P,0,0,1,0,0,1
0.0,24.0,0.0,0.0,2340.0,1.0,0.0,0.0,648.0,0.0,0.0,F,454.0,S,1,0,0,0,1,0
0.0,15.0,0.0,1.0,2341.0,1.0,0.0,785.0,0.0,0.0,0.0,F,455.0,S,1,0,0,0,0,1
1.0,53.0,0.0,0.0,2345.0,1.0,0.0,302.2391099972365,0.0,0.0,0.0,G,378.0,S,1,0,0,0,1,0
0.0,28.0,0.0,0.0,2347.0,1.0,613.0,22.0,0.0,0.0,0.0,F,477.0,P,1,0,0,1,0,0
1.0,11.0,0.0,1.0,2347.0,2.0,0.0,0.0,0.0,0.0,0.0,G,377.0,P,1,0,0,0,0,1
1.0,7.0,0.0,0.0,2347.0,3.0,0.0,0.0,0.0,0.0,0.0,G,377.0,P,1,0,0,0,0,1
1.0,0.0,0.0,1.0,2347.0,4.0,0.0,0.0,0.0,0.0,0.0,G,377.0,P,1,0,0,0,1,0
1.0,15.0,0.0,1.0,2347.0,5.0,0.0,0.0,0.0,0.0,0.0,G,377.0,P,1,0,0,1,0,0
0.0,31.0,0.0,0.0,2347.0,6.0,1.0,465.7510568289616,2.0,605.0,0.0,G,377.0,P,1,0,0,1,0,0
0.0,9.0,0.0,0.0,2347.0,7.0,219.05307504996182,0.0,0.0,0.0,0.0,G,377.0,P,1,0,0,0,0,1
0.0,44.0,1.0,0.0,2348.0,1.0,0.0,1223.0,78.0,1418.0,1239.0,D,78.0,S,0,1,0,1,0,0
0.0,35.0,0.0,0.0,2349.0,1.0,0.0,722.0,0.0,0.0,185.0,G,379.0,S,1,0,0,0,0,1
0.0,30.0,0.0,1.0,2353.0,1.0,27.0,5412.0,86.0,956.6727314281084,0.0,G,380.0,S,1,0,0,0,0,1
0.0,13.0,0.0,0.0,2353.0,2.0,880.0,0.0,0.0,0.0,0.0,F,457.0,S,1,0,0,1,0,0
0.0,45.0,1.0,0.0,2356.0,1.0,773.0,82.0,0.0,6.0,0.0,D,80.0,S,0,0,1,0,0,1
1.0,4.0,0.0,1.0,2356.0,2.0,0.0,302.2391099972365,0.0,0.0,0.0,D,80.0,S,0,0,1,0,0,1
1.0,21.0,0.0,1.0,2356.0,3.0,0.0,302.2391099972365,0.0,0.0,0.0,D,80.0,S,0,0,1,0,0,1
0.0,20.0,0.0,0.0,2357.0,1.0,0.0,409.0,994.0,215.0,0.0,E,139.0,P,1,0,0,0,0,1
1.0,24.0,0.0,1.0,2360.0,1.0,0.0,0.0,0.0,0.0,0.0,G,379.0,P,1,0,0,0,0,1
1.0,3.0,0.0,0.0,2361.0,1.0,0.0,0.0,0.0,0.0,0.0,G,380.0,P,1,0,0,0,1,0
0.0,29.0,0.0,1.0,2361.0,2.0,0.0,0.0,792.0,0.0,0.0,F,481.0,P,1,0,0,0,0,1
0.0,28.0,0.0,1.0,2363.0,1.0,2416.0,8926.0,41.0,1.0,462.0,C,85.0,S,0,1,0,0,0,1
0.0,44.0,0.0,1.0,2364.0,1.0,0.0,4.0,6.0,864.0,33.0,G,381.0,P,1,0,0,0,0,1
1.0,50.0,0.0,1.0,2365.0,1.0,0.0,0.0,165.11516985436012,0.0,0.0,D,71.0,P,0,1,0,0,0,1
1.0,35.0,0.0,0.0,2366.0,1.0,0.0,0.0,0.0,0.0,0.0,F,482.0,P,0,0,1,0,0,1
0.0,19.0,0.0,0.0,2367.0,1.0,0.0,0.0,1.0,644.0,0.0,F,483.0,P,1,0,0,0,0,1
0.0,22.0,0.0,0.0,2368.0,1.0,579.0,0.0,267.0,0.0,108.0,E,141.0,P,0,0,1,0,0,1
0.0,30.0,0.0,0.0,2369.0,1.0,3.0,0.0,880.0,0.0,40.0,F,484.0,P,1,0,0,0,0,1
0.0,36.0,0.0,0.0,2373.0,1.0,0.0,4756.0,0.0,7818.0,96.0,D,81.0,S,0,1,0,0,0,1
0.0,20.0,0.0,1.0,2374.0,1.0,464.0,0.0,1432.0,0.0,0.0,E,166.0,S,0,0,1,0,0,1
0.0,22.0,0.0,1.0,2375.0,1.0,0.0,0.0,659.0,94.0,0.0,G,383.0,P,1,0,0,1,0,0
0.0,22.0,0.0,0.0,2376.0,1.0,0.0,30.0,0.0,0.0,673.0,F,459.0,S,1,0,0,1,0,0
1.0,32.0,0.0,1.0,2377.0,1.0,0.0,0.0,0.0,0.0,0.0,C,83.0,P,0,1,0,0,1,0
0.0,35.0,0.0,0.0,2379.0,1.0,194.0,0.0,678.0,0.0,0.0,F,487.0,P,1,0,0,0,0,1
0.0,41.0,0.0,0.0,2382.0,1.0,0.0,33.0,0.0,1324.0,0.0,F,488.0,P,1,0,0,1,0,0
1.0,57.0,0.0,0.0,2384.0,1.0,0.0,0.0,0.0,0.0,0.0,G,383.0,S,1,0,0,0,0,1
1.0,3.0,0.0,0.0,2384.0,2.0,0.0,0.0,0.0,0.0,0.0,G,383.0,S,1,0,0,0,1,0
0.0,11.0,0.0,1.0,2384.0,3.0,0.0,0.0,0.0,0.0,0.0,G,383.0,S,1,0,0,1,0,0
0.0,4.0,0.0,1.0,2384.0,4.0,0.0,0.0,0.0,0.0,0.0,G,383.0,S,1,0,0,0,0,1
1.0,17.0,0.0,0.0,2384.0,5.0,0.0,0.0,0.0,203.64174288897527,0.0,G,383.0,S,1,0,0,0,0,1
0.0,30.0,0.0,0.0,2384.0,6.0,0.0,0.0,0.0,0.0,0.0,G,383.0,S,1,0,0,0,0,1
0.0,23.0,0.0,0.0,2385.0,1.0,1773.0,0.0,78.0,0.0,3.0,F,461.0,S,0,0,1,0,0,1
0.0,58.0,0.0,1.0,2387.0,1.0,217.45659858292987,400.0,0.0,690.0,490.0,E,142.0,P,1,0,0,0,0,1
0.0,22.0,0.0,0.0,2389.0,1.0,0.0,46.0,0.0,676.0,0.0,G,384.0,S,1,0,0,0,0,1
0.0,24.0,0.0,0.0,2390.0,1.0,0.0,0.0,153.581049696204,59.0,4120.0,G,385.0,P,1,0,0,0,0,1
0.0,20.0,0.0,0.0,2391.0,1.0,768.0,19.0,0.0,1.0,0.0,E,143.0,P,1,0,0,0,0,1
1.0,37.0,0.0,1.0,2392.0,1.0,0.0,0.0,0.0,0.0,0.0,G,386.0,P,1,0,0,0,0,1
0.0,49.0,0.0,0.0,2395.0,1.0,712.0,1.0,0.0,0.0,190.930998498367,G,387.0,P,1,0,0,0,0,1
0.0,46.0,0.0,0.0,2396.0,1.0,0.0,557.0,0.0,287.0,781.0,E,168.0,S,1,0,0,0,0,1
0.0,30.0,0.0,0.0,2396.0,2.0,854.0,0.0,30.0,0.0,0.0,G,386.0,S,1,0,0,0,0,1
0.0,36.0,0.0,0.0,2397.0,1.0,0.0,810.0,0.0,0.0,0.0,G,387.0,S,1,0,0,1,0,0
0.0,21.0,0.0,0.0,2398.0,1.0,0.0,780.0,44.0,0.0,5.0,F,490.0,P,1,0,0,0,0,1
0.0,25.0,1.0,0.0,2399.0,1.0,854.0,0.0,319.0,0.0,0.0,E,169.0,S,0,0,1,0,0,1
1.0,42.0,0.0,1.0,2401.0,1.0,0.0,0.0,0.0,0.0,0.0,G,388.0,P,1,0,0,0,1,0
1.0,13.0,0.0,0.0,2402.0,1.0,0.0,0.0,165.11516985436012,0.0,0.0,G,389.0,P,1,0,0,0,0,1
0.0,25.0,0.0,0.0,2403.0,1.0,7.0,0.0,0.0,877.0,0.0,G,388.0,S,1,0,0,0,0,1
0.0,29.0,0.0,0.0,2404.0,1.0,0.0,544.0,7.0,2650.0,1561.0,C,86.0,S,0,1,0,0,0,1
1.0,17.0,0.0,1.0,2404.0,2.0,0.0,0.0,0.0,0.0,0.0,C,86.0,S,0,1,0,0,0,1
0.0,36.0,0.0,1.0,2404.0,3.0,828.0,5553.0,130.0,47.0,1171.0,C,86.0,S,0,1,0,1,0,0
1.0,44.0,0.0,1.0,2404.0,4.0,0.0,0.0,0.0,0.0,0.0,C,86.0,S,1,0,0,0,0,1
1.0,18.0,0.0,1.0,2406.0,1.0,0.0,0.0,0.0,0.0,0.0,F,465.0,S,0,0,1,0,0,1
0.0,22.0,0.0,0.0,2409.0,1.0,292.0,395.0,0.0,0.0,3.0,F,492.0,P,1,0,0,1,0,0
1.0,22.0,0.0,1.0,2409.0,2.0,0.0,0.0,0.0,0.0,0.0,G,390.0,P,1,0,0,0,0,1
1.0,43.0,0.0,1.0,2410.0,1.0,0.0,0.0,165.11516985436012,0.0,0.0,G,391.0,P,1,0,0,0,0,1
0.0,29.0,0.0,1.0,2411.0,1.0,19.0,2115.0,17.0,497.6116583787921,0.0,F,493.0,P,1,0,0,0,0,1
1.0,24.0,0.0,1.0,2412.0,1.0,0.0,0.0,0.0,0.0,0.0,G,392.0,P,1,0,0,0,0,1
1.0,18.0,0.0,1.0,2413.0,1.0,0.0,0.0,0.0,0.0,0.0,G,390.0,S,1,0,0,0,1,0
0.0,42.0,0.0,0.0,2414.0,1.0,0.0,1829.0,2.0,3133.0,2447.0,T,1.0,P,0,1,0,0,0,1
0.0,43.0,0.0,0.0,2416.0,1.0,9.0,0.0,1079.0,0.0,729.0,G,391.0,S,1,0,0,0,0,1
0.0,32.0,0.0,0.0,2417.0,1.0,11.0,31.0,0.0,836.0,9.0,G,393.0,P,1,0,0,0,0,1
1.0,15.0,0.0,1.0,2419.0,1.0,0.0,0.0,0.0,0.0,0.0,G,394.0,P,1,0,0,0,0,1
0.0,22.0,0.0,1.0,2421.0,1.0,0.0,0.0,0.0,0.0,0.0,E,145.0,P,0,0,1,0,0,1
1.0,20.0,0.0,0.0,2423.0,1.0,0.0,0.0,0.0,0.0,0.0,G,395.0,P,1,0,0,0,0,1
0.0,34.0,0.0,1.0,2424.0,1.0,34.0,223.0,1559.0,0.0,0.0,G,393.0,S,1,0,0,0,0,1
1.0,70.0,0.0,1.0,2426.0,1.0,0.0,0.0,0.0,0.0,0.0,F,466.0,S,0,0,1,0,0,1
1.0,18.0,0.0,1.0,2426.0,2.0,0.0,0.0,0.0,0.0,0.0,F,466.0,S,0,0,1,0,0,1
1.0,26.0,0.0,1.0,2427.0,1.0,0.0,0.0,0.0,0.0,0.0,B,94.0,S,0,1,0,0,0,1
0.0,17.0,0.0,0.0,2429.0,1.0,112.0,56.0,332.0,0.0,606.0,F,497.0,P,1,0,0,0,0,1
0.0,13.0,0.0,0.0,2431.0,1.0,0.0,2.0,0.0,566.0,208.0,F,498.0,P,1,0,0,0,0,1
0.0,19.0,0.0,0.0,2432.0,1.0,0.0,0.0,79.0,206.07976810006951,0.0,F,499.0,P,1,0,0,0,0,1
1.0,32.0,0.0,1.0,2433.0,1.0,0.0,0.0,0.0,203.64174288897527,0.0,C,84.0,P,0,1,0,0,0,1
0.0,33.0,0.0,0.0,2435.0,1.0,4.0,0.0,28.0,0.0,2757.0,F,467.0,S,1,0,0,0,0,1
0.0,21.0,0.0,0.0,2436.0,1.0,759.0,0.0,0.0,225.92152523173664,40.0,F,501.0,P,1,0,0,0,0,1
1.0,23.0,0.0,1.0,2438.0,1.0,0.0,0.0,0.0,0.0,0.0,F,503.0,P,0,0,1,0,0,1
0.0,24.0,0.0,1.0,2439.0,1.0,227.0,537.0,13.0,0.0,0.0,F,504.0,P,1,0,0,0,0,1
0.0,17.0,0.0,0.0,2441.0,1.0,0.0,11.0,493.0,0.0,372.0,F,468.0,S,1,0,0,1,0,0
1.0,34.0,0.0,1.0,2442.0,1.0,0.0,0.0,0.0,0.0,0.0,F,505.0,P,0,0,1,0,0,1
0.0,31.0,0.0,0.0,2443.0,1.0,1458.0,421.0,76.0,0.0,0.0,D,72.0,P,1,0,0,0,0,1
0.0,43.0,0.0,0.0,2444.0,1.0,6.0,236.0,3.0,448.0,54.0,F,506.0,P,1,0,0,1,0,0
0.0,43.0,0.0,0.0,2445.0,1.0,602.0,3.0,27.0,89.0,69.0,E,170.0,S,1,0,0,0,0,1
0.0,33.0,0.0,1.0,2446.0,1.0,0.0,0.0,661.0,0.0,94.0,F,507.0,P,1,0,0,0,0,1
1.0,28.0,0.0,1.0,2449.0,1.0,0.0,0.0,0.0,0.0,0.0,F,508.0,P,0,0,1,0,0,1
1.0,27.0,0.0,0.0,2449.0,2.0,0.0,0.0,0.0,0.0,0.0,E,146.0,P,0,0,1,0,0,1
1.0,7.0,0.0,1.0,2449.0,3.0,0.0,0.0,0.0,0.0,0.0,F,508.0,P,0,0,1,0,0,1
1.0,16.0,0.0,0.0,2451.0,1.0,0.0,0.0,0.0,0.0,0.0,G,395.0,S,1,0,0,0,1,0
0.0,42.0,0.0,0.0,2452.0,1.0,526.0,2.0,28.0,161.0,213.945633918797,F,470.0,S,1,0,0,1,0,0
1.0,27.0,0.0,1.0,2453.0,1.0,0.0,0.0,0.0,0.0,0.0,E,147.0,P,0,0,1,0,0,1
0.0,19.0,0.0,0.0,2454.0,1.0,0.0,0.0,0.0,157.0,644.0,F,510.0,P,1,0,0,0,0,1
0.0,42.0,0.0,0.0,2455.0,1.0,554.0,0.0,1168.0,0.0,275.0,F,471.0,S,0,0,1,0,0,1
1.0,13.0,0.0,0.0,2456.0,1.0,0.0,0.0,0.0,0.0,0.0,G,399.0,P,1,0,0,0,1,0
1.0,16.0,0.0,1.0,2457.0,1.0,0.0,0.0,0.0,0.0,0.0,G,400.0,P,1,0,0,0,0,1
0.0,21.0,0.0,1.0,2458.0,1.0,31.0,93.0,578.0,0.0,0.0,F,511.0,P,1,0,0,0,0,1
1.0,28.0,0.0,1.0,2460.0,1.0,0.0,0.0,0.0,0.0,0.0,G,402.0,P,1,0,0,0,1,0
